CustomerID,Age,Annual_Income,Membership_Years,Rating,Days_Since_Last_Purchase,Purchase_Amount,Customer_LTV,Category_Apparel,Category_Beauty,Category_Electronics,Category_Groceries,Category_Home,City_Faisalabad,City_Islamabad,City_Karachi,City_Lahore,Income_to_Purchase_Ratio,Purchase_per_Membership_Year,Recency_Score,Age_Group_18-25,Age_Group_26-35,Age_Group_36-50,Age_Group_51-65,Age_Group_65+
1038,61.0,47254.82,-8.881784197001252e-16,3.6,348.0,486.19000000000005,2733.05,False,False,False,True,False,False,False,False,True,0.0103,486.19,0.00287,False,False,False,True,False
1039,32.0,36782.03999999999,3.0000000000000004,3.6,123.0,502.45000000000005,2970.75,False,False,False,False,True,False,False,False,True,0.0137,125.61,0.00806,False,True,False,False,False
1040,50.0,80704.04,8.0,3.6,194.0,2099.85,7171.88,True,False,False,False,False,True,False,False,False,0.026,233.32,0.00513,False,False,True,False,False
1041,26.0,70316.18,14.0,3.5,317.0,2053.9,6821.03,False,False,True,False,False,False,True,False,False,0.0292,136.93,0.00314,False,True,False,False,False
1042,57.0,51492.51,2.0,3.9,90.0,1535.96,3609.5,True,False,False,False,False,False,False,True,False,0.0298,511.99,0.01099,False,False,False,True,False
1043,54.0,96925.93,1.0,4.4,9.0,2279.64,6954.86,False,False,True,False,False,False,False,False,True,0.0235,1139.82,0.1,False,False,False,True,False
1044,36.0,55305.65,14.0,2.6,115.0,2094.87,8329.7,False,False,False,True,False,False,False,True,False,0.0379,139.66,0.00862,False,False,True,False,False
1045,21.0,65706.37,14.0,2.8,236.0,2117.49,6397.87,False,False,False,False,True,False,False,False,True,0.0322,141.17,0.00422,True,False,False,False,False
1046,68.0,70916.1,2.0,2.1,54.0,1582.19,4707.59,True,False,False,False,False,False,False,False,True,0.0223,527.4,0.01818,False,False,False,False,True
1047,41.0,51367.35,6.0,4.5,133.0,1707.09,6976.04,True,False,False,False,False,False,False,False,True,0.0332,243.87,0.00746,False,False,True,False,False
1048,64.0,74999.5489844776,9.0,3.9,367.0,2235.07,7517.32,False,False,False,True,False,False,False,True,False,0.0298,223.51,0.00272,False,False,False,True,False
1049,53.0,53264.05,2.0,4.2,30.0,1295.72,5263.65,False,False,False,True,False,False,False,False,True,0.0243,431.91,0.03226,False,False,False,True,False
1050,58.0,57251.62366966762,4.0,2.4,20.0,1787.31,6146.95,False,False,False,True,False,False,False,True,False,0.0312,357.46,0.04762,False,False,False,True,False
1051,57.0,94978.14,5.0,5.0,169.0,1161.25,3735.48,True,False,False,False,False,False,False,False,True,0.0122,193.54,0.00588,False,False,False,True,False
1052,28.0,43694.05753037054,9.0,3.2,5.0,1085.96,4251.83,False,False,False,True,False,False,False,False,True,0.0249,108.6,0.16667,False,True,False,False,False
1053,36.0,15000.0,4.0,3.9,11.0,337.68000000000006,1491.24,False,False,False,True,False,False,True,False,False,0.0225,67.54,0.08333,False,False,True,False,False
1054,42.0,100440.61,6.0,4.5,73.0,2709.89,7917.12,False,False,True,False,False,False,True,False,False,0.027,387.13,0.01351,False,False,True,False,False
1055,43.0,120891.97625,4.0,2.8,40.0,3150.0225,9060.61,False,False,True,False,False,False,False,False,True,0.0261,630.0,0.02439,False,False,True,False,False
1056,20.0,56084.08,11.0,3.2,324.0,981.61,5870.28,False,False,True,False,False,False,False,True,False,0.0175,81.8,0.00308,True,False,False,False,False
1057,46.0,22389.559999999998,2.0,3.9,49.0,1092.26,2472.66,False,False,False,True,False,False,False,False,True,0.0488,364.09,0.02,False,False,True,False,False
1058,26.0,55038.80390925796,3.0000000000000004,5.0,209.0,814.8100000000001,3931.47,False,True,False,False,False,False,False,False,True,0.0148,203.7,0.00476,False,True,False,False,False
1059,56.0,60802.653987230784,3.0000000000000004,4.0,282.0,837.58,2781.79,False,False,False,True,False,False,True,False,False,0.0138,209.4,0.00353,False,False,False,True,False
1060,53.0,60821.68,13.0,3.7,250.0,1642.72,6644.51,False,False,True,False,False,False,False,False,True,0.027,117.34,0.00398,False,False,False,True,False
1061,65.0,36421.40944228742,14.0,3.7,261.0,1242.83,6061.61,False,False,True,False,False,False,False,True,False,0.0341,82.86,0.00382,False,False,False,True,False
1062,56.0,77750.35,7.0,4.0,143.0,1211.64,4377.76,False,False,False,True,False,False,False,True,False,0.0156,151.46,0.00694,False,False,False,True,False
1063,37.0,76539.16,2.0,3.7,355.0,1870.73,6196.54,False,False,False,True,False,False,False,False,True,0.0244,623.58,0.00281,False,False,True,False,False
1064,68.0,37399.84885692351,11.0,3.7,27.0,1354.22,3719.64,False,False,False,True,False,False,False,False,True,0.0362,112.85,0.03571,False,False,False,False,True
1065,39.0,80382.33,7.0,2.4,42.0,2309.26,7978.74,False,False,False,False,True,False,False,False,True,0.0287,288.66,0.02326,False,False,True,False,False
1066,34.0,110159.07,12.0,5.0,342.0,2509.8,7201.27,False,False,False,False,True,True,False,False,False,0.0228,193.06,0.00292,False,True,False,False,False
1067,65.0,68783.13,5.0,3.9,27.0,1559.83,5155.93,False,False,True,False,False,False,False,True,False,0.0227,259.97,0.03571,False,False,False,True,False
1068,37.0,57578.85,14.0,1.3,76.0,1699.41,7607.71,True,False,False,False,False,False,False,False,True,0.0295,113.29,0.01299,False,False,True,False,False
1070,42.0,76392.13225764109,3.0000000000000004,4.3,13.0,557.02,1589.18,False,False,False,True,False,False,False,True,False,0.0073,139.26,0.07143,False,False,True,False,False
1071,59.0,26925.22,10.0,3.5,46.0,555.73,2222.85,False,False,True,False,False,False,False,False,True,0.0206,50.52,0.02128,False,False,False,True,False
1072,27.0,68616.6,4.0,4.3,229.0,1534.55,4571.6,False,True,False,False,False,False,False,True,False,0.0224,306.91,0.00435,False,True,False,False,False
1073,42.0,60029.044749837114,5.0,2.9,264.0,893.97,3698.0,False,False,False,False,True,False,True,False,False,0.0149,149.0,0.00377,False,False,True,False,False
1074,24.0,105652.15,3.0000000000000004,2.5,33.0,2129.71,5205.25,False,False,False,True,False,False,False,True,False,0.0202,532.43,0.02941,True,False,False,False,False
1075,53.0,61989.37386687387,10.0,3.7,376.0,1572.93,6033.43,True,False,False,False,False,False,False,False,True,0.0254,142.99,0.00265,False,False,False,True,False
1076,42.0,101693.53,3.0000000000000004,3.7,38.0,1890.8,6443.08,False,False,True,False,False,False,False,False,True,0.0186,472.7,0.02564,False,False,True,False,False
1077,35.0,40717.7,9.0,3.4,274.0,1200.14,4531.1,False,False,False,False,True,False,False,False,True,0.0295,120.01,0.00364,False,True,False,False,False
1078,29.0,77919.7,8.0,4.8,320.0,2129.65,7723.58,False,False,False,True,False,False,False,True,False,0.0273,236.63,0.00312,False,True,False,False,False
1079,47.0,72651.51275380644,11.0,2.9,208.0,1786.03,7014.32,False,False,True,False,False,False,True,False,False,0.0246,148.84,0.00478,False,False,True,False,False
1080,96.0,45880.96,14.0,4.0,196.0,1296.34,5366.34,True,False,False,False,False,False,False,False,True,0.0283,86.42,0.00508,False,False,False,False,True
1081,66.0,68902.71,-8.881784197001252e-16,3.8,43.0,1311.75,2419.45,False,True,False,False,False,False,False,True,False,0.019,1311.75,0.02273,False,False,False,False,True
1082,40.0,91675.41,14.0,2.3,96.0,2390.53,9099.81,False,False,False,False,True,False,False,True,False,0.0261,159.37,0.01031,False,False,True,False,False
1083,26.0,55733.49936929426,1.0,2.5,340.0,501.4000000000001,1219.81,False,False,False,True,False,False,False,False,True,0.009,250.7,0.00293,False,True,False,False,False
1084,61.0,27776.82,7.0,3.7,139.0,1020.16,3415.49,False,False,True,False,False,False,False,False,True,0.0367,127.52,0.00714,False,False,False,True,False
1085,50.0,64613.62,5.0,5.0,13.0,1311.87,5059.11,False,True,False,False,False,False,False,False,True,0.0203,218.64,0.07143,False,False,True,False,False
1086,54.0,52976.90179932116,9.0,4.2,291.0,1767.55,7354.21,False,True,False,False,False,False,False,True,False,0.0334,176.76,0.00342,False,False,False,True,False
1087,23.0,57468.5,10.0,2.1,273.0,1785.79,6508.71,False,False,False,True,False,False,False,True,False,0.0311,162.34,0.00365,True,False,False,False,False
1088,34.0,63205.07,12.0,1.0,26.0,2212.13,8405.63,True,False,False,False,False,False,True,False,False,0.035,170.16,0.03704,False,True,False,False,False
1089,57.0,23531.72429822258,6.0,4.4,20.0,385.1100000000001,981.95,False,False,False,True,False,False,True,False,False,0.0164,55.02,0.04762,False,False,False,True,False
1090,61.0,29455.520000000004,13.0,3.6,46.0,960.56,4842.37,False,False,False,True,False,False,True,False,False,0.0326,68.61,0.02128,False,False,False,True,False
1091,40.0,75605.47,4.0,4.7,20.0,1175.13,4245.95,False,False,True,False,False,True,False,False,False,0.0155,235.03,0.04762,False,False,True,False,False
1092,59.0,53500.19,3.0000000000000004,2.9,246.0,907.9300000000001,4238.21,False,False,True,False,False,False,True,False,False,0.017,226.98,0.00405,False,False,False,True,False
1093,61.0,17262.84134617114,5.0,4.0,53.0,1000.84,2969.73,False,False,False,True,False,False,True,False,False,0.058,166.81,0.01852,False,False,False,True,False
1094,38.0,82266.57,7.0,4.5,242.0,2520.33,7980.18,False,False,False,True,False,False,True,False,False,0.0306,315.04,0.00412,False,False,True,False,False
1095,64.0,70173.46566169552,10.0,3.3,70.0,1360.59,6458.45,False,False,True,False,False,False,True,False,False,0.0194,123.69,0.01408,False,False,False,True,False
1096,32.0,49294.75,12.0,3.3,388.0,1282.58,5425.77,False,False,True,False,False,False,True,False,False,0.026,98.66,0.00257,False,True,False,False,False
1097,30.0,36029.74,3.0000000000000004,3.7,290.0,3150.0225,1948.52,False,False,False,True,False,True,False,False,False,0.0874,787.51,0.00344,False,True,False,False,False
1098,53.0,83387.77,4.0,4.2,149.0,2062.0,8630.18,False,False,True,False,False,False,False,True,False,0.0247,412.4,0.00667,False,False,False,True,False
1099,51.0,73717.2514010242,14.0,3.7,171.0,1309.79,5238.46,False,False,True,False,False,False,False,True,False,0.0178,87.32,0.00581,False,False,False,True,False
1100,25.0,117417.25,6.0,3.7,26.0,1947.14,6890.26,True,False,False,False,False,False,False,True,False,0.0166,278.16,0.03704,True,False,False,False,False
1101,61.0,74244.15,3.0000000000000004,3.3,21.0,1800.73,5971.62,False,False,False,True,False,False,True,False,False,0.0243,450.18,0.04545,False,False,False,True,False
1102,28.0,73529.47,14.0,2.5,215.0,1250.97,6176.81,True,False,False,False,False,False,False,True,False,0.017,83.4,0.00463,False,True,False,False,False
1103,59.0,61327.59,6.0,5.0,9.0,1287.83,4581.06,False,True,False,False,False,False,True,False,False,0.021,183.98,0.1,False,False,False,True,False
1104,18.0,82969.07,14.0,3.2,255.0,2284.22,8492.43,False,False,True,False,False,False,True,False,False,0.0275,152.28,0.00391,True,False,False,False,False
1105,59.0,78751.87,13.0,3.2,152.0,2261.3,8202.82,False,True,False,False,False,True,False,False,False,0.0287,161.52,0.00654,False,False,False,True,False
1106,58.0,92125.33105626506,13.0,3.6,55.0,2314.07,7767.81,False,True,False,False,False,False,False,False,True,0.0251,165.29,0.01786,False,False,False,True,False
1107,58.0,58191.86281487557,8.0,3.8,214.0,1244.32,6566.28,False,False,False,False,True,False,True,False,False,0.0214,138.26,0.00465,False,False,False,True,False
1108,52.0,55421.04,11.0,3.4,221.0,1886.25,6743.84,True,False,False,False,False,False,True,False,False,0.034,157.19,0.0045,False,False,False,True,False
1109,42.0,54459.73,14.0,3.7,298.0,1763.28,7530.34,True,False,False,False,False,True,False,False,False,0.0324,117.55,0.00334,False,False,True,False,False
1110,54.0,82397.64,4.0,3.7,79.0,1549.15,5029.13,True,False,False,False,False,True,False,False,False,0.0188,309.83,0.0125,False,False,False,True,False
1111,32.0,97964.24,-8.881784197001252e-16,3.9,218.0,1974.37,5631.76,True,False,False,False,False,False,False,True,False,0.0202,1974.37,0.00457,False,True,False,False,False
1112,58.0,54905.51,4.0,3.7,337.0,1411.38,4313.15,False,False,True,False,False,False,False,True,False,0.0257,282.28,0.00296,False,False,False,True,False
1113,46.0,55654.98,9.0,5.0,107.0,2160.39,6067.65,False,True,False,False,False,False,False,False,True,0.0388,216.04,0.00926,False,False,True,False,False
1114,41.0,71909.7,8.0,3.6,334.0,2072.72,6972.4,False,False,False,True,False,True,False,False,False,0.0288,230.3,0.00299,False,False,True,False,False
1115,44.0,59593.25,1.0,4.2,289.0,1717.69,4714.55,False,False,False,False,True,False,False,False,True,0.0288,858.84,0.00345,False,False,True,False,False
1116,47.0,85945.18,8.0,2.5,171.0,1794.66,7483.32,False,False,False,True,False,False,True,False,False,0.0209,199.41,0.00581,False,False,True,False,False
1117,19.0,15460.899999999994,2.0,3.3,353.0,179.53999999999996,58.532500000000255,False,False,True,False,False,False,True,False,False,0.0116,59.85,0.00282,True,False,False,False,False
1118,25.0,46812.49,7.0,3.1,386.0,1122.1,3861.66,False,False,False,True,False,False,False,True,False,0.024,140.26,0.00258,True,False,False,False,False
1119,30.0,47786.84,8.0,5.0,94.0,1218.31,4004.89,False,False,False,True,False,False,False,False,True,0.0255,135.37,0.01053,False,True,False,False,False
1120,23.0,15000.0,9.0,3.2,391.0,256.78999999999996,3296.0,False,False,False,True,False,False,False,False,True,0.0171,25.68,0.00255,True,False,False,False,False
1121,40.0,43799.95,6.0,4.4,0.0,1622.37,4698.4,False,False,False,True,False,False,True,False,False,0.037,231.77,1.0,False,False,True,False,False
1122,52.0,44866.57,6.0,3.7,51.0,1490.67,5525.18,False,False,True,False,False,False,False,True,False,0.0332,212.95,0.01923,False,False,False,True,False
1123,52.0,60575.7,10.0,3.7,17.0,1489.24,6604.99,False,False,False,True,False,False,False,False,True,0.0246,135.39,0.05556,False,False,False,True,False
1124,42.0,89485.25,11.0,3.5,147.0,2486.39,8643.93,False,False,False,True,False,False,True,False,False,0.0278,207.2,0.00676,False,False,True,False,False
1125,62.0,59608.67,12.0,4.9,374.0,1761.33,5697.96,False,True,False,False,False,False,False,False,True,0.0295,135.49,0.00267,False,False,False,True,False
1126,47.0,42322.1,5.0,2.0,240.0,1334.37,3417.82,False,False,True,False,False,False,True,False,False,0.0315,222.4,0.00415,False,False,True,False,False
1127,22.0,63747.0,6.0,2.5,246.0,977.22,4668.33,False,False,False,True,False,False,False,False,True,0.0153,139.6,0.00405,True,False,False,False,False
1128,57.0,88081.82,4.0,1.9,33.0,1863.37,5130.77,False,False,False,True,False,False,False,False,True,0.0212,372.67,0.02941,False,False,False,True,False
1129,47.0,44123.21166636198,7.0,2.7,206.0,1127.36,4617.31,False,False,False,True,False,False,False,False,True,0.0256,140.92,0.00483,False,False,True,False,False
1130,51.0,37847.78128963449,1.0,3.0,153.0,1188.8,3663.15,False,False,False,True,False,False,False,True,False,0.0314,594.4,0.00649,False,False,False,True,False
1131,47.0,77288.08,6.0,2.2,191.0,1534.39,5810.56,True,False,False,False,False,False,False,True,False,0.0199,219.2,0.00521,False,False,True,False,False
1132,46.0,60126.21,2.0,3.0,104.0,282.54999999999995,1984.9,False,True,False,False,False,False,True,False,False,0.0047,94.18,0.00952,False,False,True,False,False
1133,22.0,72398.5140752185,7.0,1.9,80.0,1432.21,4676.03,False,False,False,True,False,False,False,True,False,0.0198,179.03,0.01235,True,False,False,False,False
1134,47.0,64699.77,12.0,2.8,380.0,1749.58,6040.53,True,False,False,False,False,False,False,False,True,0.027,134.58,0.00262,False,False,True,False,False
1135,59.0,80436.6,14.0,3.7,223.0,2194.29,8962.03,False,False,True,False,False,False,False,False,True,0.0273,146.29,0.00446,False,False,False,True,False
1136,33.0,42228.28,6.0,4.1,164.0,1758.06,5213.96,False,False,False,True,False,False,False,False,True,0.0416,251.15,0.00606,False,True,False,False,False
1137,49.0,64734.14,-8.881784197001252e-16,3.9,29.0,1527.78,2266.67,False,False,False,True,False,True,False,False,False,0.0236,1527.78,0.03333,False,False,True,False,False
1138,19.0,60364.82,3.0000000000000004,2.8,305.0,1359.91,4972.43,False,False,True,False,False,False,False,False,True,0.0225,339.98,0.00327,True,False,False,False,False
1139,36.0,38250.4,1.0,2.3,189.0,792.05,1683.62,False,False,False,True,False,True,False,False,False,0.0207,396.02,0.00526,False,False,True,False,False
1140,40.0,30603.490000000005,11.0,2.7,154.0,1493.74,6064.09,True,False,False,False,False,False,False,False,True,0.0488,124.48,0.00645,False,False,True,False,False
1141,69.0,79080.92674858503,14.0,3.7,266.0,1925.69,8829.35,True,False,False,False,False,False,False,False,True,0.0244,128.38,0.00375,False,False,False,False,True
1142,29.0,57279.05,8.0,4.5,52.0,1409.47,5309.88,False,False,False,True,False,False,False,False,True,0.0246,156.61,0.01887,False,True,False,False,False
1143,32.0,42509.83,2.0,4.5,213.0,494.49,2757.94,True,False,False,False,False,False,False,False,True,0.0116,164.83,0.00467,False,True,False,False,False
1144,39.0,62884.06,-8.881784197001252e-16,4.3,345.0,1825.24,5314.98,False,False,False,True,False,False,True,False,False,0.029,1825.24,0.00289,False,False,True,False,False
1145,69.0,89816.41,14.0,3.0,185.0,2513.33,10551.43,False,False,True,False,False,False,False,True,False,0.028,167.56,0.00538,False,False,False,False,True
1146,62.0,15000.0,4.0,3.7,0.0,176.99,342.79,False,False,False,True,False,False,False,False,True,0.0118,35.4,1.0,False,False,False,True,False
1147,19.0,32073.95,1.0,3.4,91.0,635.7,2053.42,True,False,False,False,False,False,False,True,False,0.0198,317.85,0.01087,True,False,False,False,False
1148,30.0,46692.458291304356,2.0,3.5,22.0,1177.79,4229.97,False,True,False,False,False,False,False,True,False,0.0252,392.6,0.04348,False,True,False,False,False
1149,60.0,97145.94,3.0000000000000004,5.0,200.0,1962.63,6175.7,False,False,True,False,False,True,False,False,False,0.0202,490.66,0.00498,False,False,False,True,False
1150,21.0,71216.91,9.0,2.1,145.0,1570.55,6910.32,True,False,False,False,False,True,False,False,False,0.0221,157.06,0.00685,True,False,False,False,False
1151,62.0,81882.54496143872,13.0,3.7,52.0,1895.91,7162.95,False,False,False,False,True,False,False,True,False,0.0232,135.42,0.01887,False,False,False,True,False
1152,32.0,45230.691786433206,4.0,4.8,274.0,1093.91,5389.44,False,False,False,False,True,False,True,False,False,0.0242,218.78,0.00364,False,True,False,False,False
1153,65.0,46499.178427038154,10.0,3.7,70.0,1064.18,6261.91,False,False,False,True,False,False,True,False,False,0.0229,96.74,0.01408,False,False,False,True,False
1154,33.0,77744.04411572311,-8.881784197001252e-16,3.1,136.0,1315.53,4263.0,True,False,False,False,False,False,False,True,False,0.0169,1315.53,0.0073,False,True,False,False,False
1155,40.0,72046.52068727584,-8.881784197001252e-16,3.2,395.0,791.22,3082.95,True,False,False,False,False,False,True,False,False,0.011,791.22,0.00253,False,False,True,False,False
1156,52.0,77072.25,-8.881784197001252e-16,3.5,26.0,1572.5,5655.31,False,False,False,False,True,False,False,False,True,0.0204,1572.5,0.03704,False,False,False,True,False
1157,24.0,64314.60932048606,13.0,2.3,99.0,1664.94,5771.3,False,False,True,False,False,False,True,False,False,0.0259,118.92,0.01,True,False,False,False,False
1159,44.0,68478.62,12.0,4.3,203.0,1929.08,8312.62,False,False,True,False,False,False,False,False,True,0.0282,148.39,0.0049,False,False,True,False,False
1160,58.0,79006.92951645209,-8.881784197001252e-16,4.2,97.0,1941.42,5893.85,False,False,False,False,True,False,True,False,False,0.0246,1941.42,0.0102,False,False,False,True,False
1161,69.0,84152.44575540071,-8.881784197001252e-16,2.9,388.0,1935.71,5485.61,False,False,True,False,False,True,False,False,False,0.023,1935.71,0.00257,False,False,False,False,True
1162,52.0,31555.083438614172,12.0,3.7,2.0,1288.35,5323.4,False,False,True,False,False,False,False,False,True,0.0408,99.1,0.33333,False,False,False,True,False
1163,96.0,15560.089999999997,1.0,2.9,379.0,254.93000000000006,58.532500000000255,False,False,True,False,False,False,False,True,False,0.0164,127.47,0.00263,False,False,False,False,True
1164,39.0,84866.25513206555,2.0,3.4,213.0,1593.97,5002.86,False,False,False,True,False,True,False,False,False,0.0188,531.32,0.00467,False,False,True,False,False
1165,39.0,89212.62627289054,7.0,5.0,15.0,1685.03,5571.44,False,False,False,True,False,True,False,False,False,0.0189,210.63,0.0625,False,False,True,False,False
1166,60.0,42546.29,9.0,3.8,46.0,973.66,4944.07,False,False,True,False,False,False,False,False,True,0.0229,97.37,0.02128,False,False,False,True,False
1167,34.0,21579.819351699734,3.0000000000000004,2.6,41.0,609.53,3010.69,False,False,False,True,False,False,False,False,True,0.0282,152.38,0.02381,False,True,False,False,False
1168,26.0,67178.77,6.0,3.9,114.0,1269.06,5205.78,False,False,False,True,False,False,False,True,False,0.0189,181.29,0.0087,False,True,False,False,False
1169,35.0,85478.44,10.0,2.5,133.0,2147.99,8041.13,False,False,False,False,True,False,False,False,True,0.0251,195.27,0.00746,False,True,False,False,False
1170,19.0,104547.08,6.0,2.6,256.0,1944.76,5609.49,False,False,False,False,True,False,False,False,True,0.0186,277.82,0.00389,True,False,False,False,False
1171,23.0,76358.55,5.0,2.8,124.0,1062.77,4643.02,True,False,False,False,False,False,False,False,True,0.0139,177.13,0.008,True,False,False,False,False
1172,22.0,56822.23,1.0,3.3,290.0,1504.21,4982.27,False,False,True,False,False,False,False,False,True,0.0265,752.1,0.00344,True,False,False,False,False
1173,58.0,45351.13,6.0,4.5,117.0,957.26,4742.82,False,False,False,True,False,False,False,True,False,0.0211,136.75,0.00847,False,False,False,True,False
1174,55.0,65251.93,12.0,4.2,105.0,1450.23,7772.66,False,True,False,False,False,False,False,True,False,0.0222,111.56,0.00943,False,False,False,True,False
1175,54.0,58416.18,9.0,4.2,110.0,1090.78,3307.06,False,False,True,False,False,False,False,True,False,0.0187,109.08,0.00901,False,False,False,True,False
1176,42.0,42668.51,13.0,2.7,131.0,1542.58,5922.35,False,False,False,True,False,False,True,False,False,0.0362,110.18,0.00758,False,False,True,False,False
1177,55.0,110072.62,1.0,3.7,335.0,2791.42,7635.46,False,True,False,False,False,False,False,True,False,0.0254,1395.71,0.00298,False,False,False,True,False
1178,26.0,104273.7,-8.881784197001252e-16,3.9,98.0,1924.24,5991.34,False,True,False,False,False,False,False,False,True,0.0185,1924.24,0.0101,False,True,False,False,False
