CustomerID,Age,Annual_Income,Income_Score,Membership_Years,Category,City,Rating,Days_Since_Last_Purchase,Purchase_Amount,Customer_LTV
1028,60.0,50994.46,52.99,1.0,Apparel,Islamabad,,254.0,836.19,4155.37
1029,46.0,76904.9,72.91,8.0,Apparel,Lahore,5.0,351.0,1901.17,5792.0
1030,41.0,81784.38,80.79,0.0,Apparel,Lahore,1.7,161.0,1376.6,3808.48
1031,41.0,74858.19,71.11,9.0,Apparel,Lahore,3.4,112.0,2016.36,6415.58
1032,29.0,,29.48,6.0,Home,Lahore,3.7,61.0,537.57,2072.07
1033,22.0,76836.76,73.74,5.0,Apparel,Lahore,3.0,369.0,1461.96,5998.4
1034,46.0,42245.22,39.69,11.0,Groceries,Lahore,4.5,160.0,1450.29,6880.6
1035,64.0,70176.07,71.2,8.0,Apparel,Lahore,4.4,331.0,1668.44,5512.23
1036,21.0,,35.8,11.0,Electronics,Karachi,3.7,132.0,342.55,2264.75
1037,62.0,74819.09,74.5,10.0,Groceries,Islamabad,3.5,381.0,1314.16,4607.89
1038,61.0,47254.82,48.4,0.0,Groceries,Lahore,3.6,348.0,486.19,2733.05
1039,32.0,36782.04,37.86,3.0,Home,Lahore,3.6,123.0,502.45,2970.75
1040,50.0,80704.04,80.27,8.0,Apparel,Faisalabad,3.6,194.0,2099.85,7171.88
1041,26.0,70316.18,68.13,14.0,Electronics,Islamabad,3.5,317.0,2053.9,6821.03
1042,57.0,51492.51,52.62,2.0,Apparel,Karachi,3.9,90.0,1535.96,3609.5
1043,54.0,96925.93,98.15,1.0,Electronics,Lahore,4.4,9.0,2279.64,6954.86
1044,36.0,55305.65,57.09,14.0,,Karachi,2.6,115.0,2094.87,8329.7
1045,21.0,65706.37,66.33,14.0,Home,Lahore,2.8,236.0,2117.49,6397.87
1046,68.0,70916.1,68.58,2.0,Apparel,Lahore,2.1,54.0,1582.19,4707.59
1047,41.0,51367.35,52.75,6.0,Apparel,Lahore,4.5,133.0,1707.09,6976.04
1048,64.0,,75.36,9.0,Groceries,Karachi,3.9,367.0,2235.07,7517.32
1049,53.0,53264.05,52.3,2.0,Groceries,Lahore,4.2,30.0,1295.72,5263.65
1050,58.0,,55.35,4.0,,Karachi,2.4,20.0,1787.31,6146.95
1051,57.0,94978.14,93.6,5.0,Apparel,Lahore,5.0,169.0,1161.25,3735.48
1052,28.0,,43.88,9.0,Groceries,Lahore,3.2,5.0,1085.96,4251.83
1053,36.0,15000.0,12.16,4.0,,Islamabad,3.9,11.0,337.68,1491.24
1054,42.0,100440.61,98.45,6.0,Electronics,Islamabad,4.5,73.0,2709.89,7917.12
1055,43.0,121085.21,120.43,4.0,Electronics,Lahore,2.8,40.0,3210.26,9060.61
1056,20.0,56084.08,59.31,11.0,Electronics,Karachi,3.2,324.0,981.61,5870.28
1057,46.0,22389.56,24.5,2.0,Groceries,Lahore,3.9,49.0,1092.26,2472.66
1058,26.0,,54.89,3.0,Beauty,Lahore,5.0,209.0,814.81,3931.47
1059,56.0,,61.41,3.0,Groceries,Islamabad,4.0,282.0,837.58,2781.79
1060,53.0,60821.68,63.52,13.0,Electronics,Lahore,,250.0,1642.72,6644.51
1061,65.0,,38.16,14.0,Electronics,Karachi,,261.0,1242.83,6061.61
1062,56.0,77750.35,72.71,7.0,Groceries,Karachi,4.0,143.0,1211.64,4377.76
1063,37.0,76539.16,76.39,2.0,,Lahore,,355.0,1870.73,6196.54
1064,68.0,,34.37,11.0,Groceries,Lahore,,27.0,1354.22,3719.64
1065,39.0,80382.33,83.56,7.0,Home,Lahore,2.4,42.0,2309.26,7978.74
1066,34.0,110159.07,108.42,12.0,Home,Faisalabad,5.0,342.0,2509.8,7201.27
1067,65.0,68783.13,72.29,5.0,Electronics,Karachi,3.9,27.0,1559.83,5155.93
1068,37.0,57578.85,53.12,14.0,Apparel,Lahore,1.3,76.0,1699.41,7607.71
1069,,,61.14,12.0,,Lahore,3.4,69.0,2392.72,8898.4
1070,42.0,,77.7,3.0,Groceries,Karachi,4.3,13.0,557.02,1589.18
1071,59.0,26925.22,29.23,10.0,Electronics,Lahore,3.5,46.0,555.73,2222.85
1072,27.0,68616.6,71.21,4.0,Beauty,Karachi,4.3,229.0,1534.55,4571.6
1073,42.0,,58.32,5.0,Home,Islamabad,2.9,264.0,893.97,3698.0
1074,24.0,105652.15,102.95,3.0,Groceries,Karachi,2.5,33.0,2129.71,5205.25
1075,53.0,,62.89,10.0,Apparel,Lahore,,376.0,1572.93,6033.43
1076,42.0,101693.53,102.71,3.0,Electronics,Lahore,3.7,38.0,1890.8,6443.08
1077,35.0,40717.7,37.38,9.0,Home,Lahore,3.4,274.0,1200.14,4531.1
1078,29.0,77919.7,73.79,8.0,Groceries,Karachi,4.8,320.0,2129.65,7723.58
1079,47.0,,74.1,11.0,Electronics,Islamabad,2.9,208.0,1786.03,7014.32
1080,520.0,45880.96,45.52,14.0,Apparel,Lahore,4.0,196.0,1296.34,5366.34
1081,66.0,68902.71,66.33,0.0,Beauty,Karachi,3.8,43.0,1311.75,2419.45
1082,40.0,91675.41,91.26,14.0,Home,Karachi,2.3,96.0,2390.53,9099.81
1083,26.0,,58.6,1.0,,Lahore,2.5,340.0,501.4,1219.81
1084,61.0,27776.82,27.61,7.0,Electronics,Lahore,,139.0,1020.16,3415.49
1085,50.0,64613.62,61.51,5.0,Beauty,Lahore,5.0,13.0,1311.87,5059.11
1086,54.0,,48.92,9.0,Beauty,Karachi,4.2,291.0,1767.55,7354.21
1087,23.0,57468.5,59.48,10.0,Groceries,Karachi,2.1,273.0,1785.79,6508.71
1088,34.0,63205.07,62.53,12.0,Apparel,Islamabad,1.0,26.0,2212.13,8405.63
1089,57.0,,26.89,6.0,Groceries,Islamabad,4.4,20.0,385.11,981.95
1090,61.0,29455.52,30.17,13.0,Groceries,Islamabad,3.6,46.0,960.56,4842.37
1091,40.0,75605.47,73.35,4.0,Electronics,Faisalabad,4.7,20.0,1175.13,4245.95
1092,59.0,53500.19,54.15,3.0,Electronics,Islamabad,2.9,246.0,907.93,4238.21
1093,61.0,,12.34,5.0,,Islamabad,4.0,53.0,1000.84,2969.73
1094,38.0,82266.57,82.13,7.0,,Islamabad,4.5,242.0,2520.33,7980.18
1095,64.0,,68.65,10.0,Electronics,Islamabad,3.3,70.0,1360.59,6458.45
1096,32.0,49294.75,47.06,12.0,Electronics,Islamabad,3.3,388.0,1282.58,5425.77
1097,30.0,36029.74,39.32,3.0,Groceries,Faisalabad,3.7,290.0,4975.73121435107,1948.52
1098,53.0,83387.77,83.51,4.0,Electronics,Karachi,4.2,149.0,2062.0,8630.18
1099,51.0,,73.1,14.0,Electronics,Karachi,3.7,171.0,1309.79,5238.46
1100,25.0,117417.25,113.39,6.0,Apparel,Karachi,,26.0,1947.14,6890.26
1101,61.0,74244.15,73.05,3.0,,Islamabad,3.3,21.0,1800.73,5971.62
1102,28.0,73529.47,74.45,14.0,Apparel,Karachi,2.5,215.0,1250.97,6176.81
1103,59.0,61327.59,61.72,6.0,Beauty,Islamabad,5.0,9.0,1287.83,4581.06
1104,18.0,82969.07,78.66,14.0,Electronics,Islamabad,3.2,255.0,2284.22,8492.43
1105,59.0,78751.87,79.17,13.0,Beauty,Faisalabad,3.2,152.0,2261.3,8202.82
1106,58.0,,93.27,13.0,Beauty,Lahore,3.6,55.0,2314.07,7767.81
1107,58.0,,56.1,8.0,Home,Islamabad,3.8,214.0,1244.32,6566.28
1108,52.0,55421.04,54.11,11.0,Apparel,Islamabad,3.4,221.0,1886.25,6743.84
1109,42.0,54459.73,49.98,14.0,Apparel,Faisalabad,3.7,298.0,1763.28,7530.34
1110,54.0,82397.64,80.4,4.0,Apparel,Faisalabad,3.7,79.0,1549.15,5029.13
1111,32.0,97964.24,95.77,0.0,Apparel,Karachi,3.9,218.0,1974.37,5631.76
1112,58.0,54905.51,56.38,4.0,Electronics,Karachi,,337.0,1411.38,4313.15
1113,46.0,55654.98,50.22,9.0,Beauty,Lahore,5.0,107.0,2160.39,6067.65
1114,41.0,71909.7,71.01,8.0,,Faisalabad,3.6,334.0,2072.72,6972.4
1115,44.0,59593.25,62.44,1.0,Home,Lahore,4.2,289.0,1717.69,4714.55
1116,47.0,85945.18,85.96,8.0,,Islamabad,2.5,171.0,1794.66,7483.32
1117,19.0,15460.9,17.25,2.0,Electronics,Islamabad,3.3,353.0,179.54,-53.9
1118,25.0,46812.49,43.53,7.0,Groceries,Karachi,3.1,386.0,1122.1,3861.66
1119,30.0,47786.84,44.58,8.0,Groceries,Lahore,5.0,94.0,1218.31,4004.89
1120,23.0,15000.0,17.87,9.0,Groceries,Lahore,3.2,391.0,256.79,3296.0
1121,40.0,43799.95,44.0,6.0,,Islamabad,4.4,0.0,1622.37,4698.4
1122,52.0,44866.57,45.07,6.0,Electronics,Karachi,,51.0,1490.67,5525.18
1123,52.0,60575.7,58.34,10.0,Groceries,Lahore,,17.0,1489.24,6604.99
1124,42.0,89485.25,89.69,11.0,Groceries,Islamabad,3.5,147.0,2486.39,8643.93
1125,62.0,59608.67,57.32,12.0,Beauty,Lahore,4.9,374.0,1761.33,5697.96
1126,47.0,42322.1,44.7,5.0,Electronics,Islamabad,2.0,240.0,1334.37,3417.82
1127,22.0,63747.0,69.2,6.0,Groceries,Lahore,2.5,246.0,977.22,4668.33
1128,57.0,88081.82,89.05,4.0,,Lahore,1.9,33.0,1863.37,5130.77
1129,47.0,,42.26,7.0,Groceries,Lahore,2.7,206.0,1127.36,4617.31
1130,51.0,,39.9,1.0,Groceries,Karachi,3.0,153.0,1188.8,3663.15
1131,47.0,77288.08,73.92,6.0,Apparel,Karachi,2.2,191.0,1534.39,5810.56
1132,46.0,60126.21,63.24,2.0,Beauty,Islamabad,3.0,104.0,282.55,1984.9
1133,22.0,,77.19,7.0,Groceries,Karachi,1.9,80.0,1432.21,4676.03
1134,47.0,64699.77,63.96,12.0,Apparel,Lahore,2.8,380.0,1749.58,6040.53
1135,59.0,80436.6,81.75,14.0,Electronics,Lahore,,223.0,2194.29,8962.03
1136,33.0,42228.28,45.19,6.0,Groceries,Lahore,4.1,164.0,1758.06,5213.96
1137,49.0,64734.14,64.33,0.0,Groceries,Faisalabad,3.9,29.0,1527.78,2266.67
1138,19.0,60364.82,59.56,3.0,Electronics,Lahore,2.8,305.0,1359.91,4972.43
1139,36.0,38250.4,38.39,1.0,,Faisalabad,2.3,189.0,792.05,1683.62
1140,40.0,30603.49,29.35,11.0,Apparel,Lahore,2.7,154.0,1493.74,6064.09
1141,69.0,,78.94,14.0,Apparel,Lahore,3.7,266.0,1925.69,8829.35
1142,29.0,57279.05,58.1,8.0,Groceries,Lahore,4.5,52.0,1409.47,5309.88
1143,32.0,42509.83,42.88,2.0,Apparel,Lahore,4.5,213.0,494.49,2757.94
1144,39.0,62884.06,67.15,0.0,Groceries,Islamabad,4.3,345.0,1825.24,5314.98
1145,69.0,89816.41,90.69,14.0,Electronics,Karachi,3.0,185.0,2513.33,10551.43
1146,62.0,15000.0,17.3,4.0,,Lahore,3.7,0.0,176.99,342.79
1147,19.0,32073.95,29.93,1.0,Apparel,Karachi,3.4,91.0,635.7,2053.42
1148,30.0,,45.75,2.0,Beauty,Karachi,3.5,22.0,1177.79,4229.97
1149,60.0,97145.94,95.7,3.0,Electronics,Faisalabad,5.0,200.0,1962.63,6175.7
1150,21.0,71216.91,72.01,9.0,Apparel,Faisalabad,2.1,145.0,1570.55,6910.32
1151,62.0,,83.26,13.0,Home,Karachi,,52.0,1895.91,7162.95
1152,32.0,,40.02,4.0,Home,Islamabad,4.8,274.0,1093.91,5389.44
1153,65.0,,45.18,10.0,,Islamabad,,70.0,1064.18,6261.91
1154,33.0,,77.71,0.0,Apparel,Karachi,3.1,136.0,1315.53,4263.0
1155,40.0,,68.64,0.0,Apparel,Islamabad,3.2,395.0,791.22,3082.95
1156,52.0,77072.25,78.6,0.0,Home,Lahore,3.5,26.0,1572.5,5655.31
1157,24.0,,64.4,13.0,Electronics,Islamabad,2.3,99.0,1664.94,5771.3
1158,,71119.16,68.25,8.0,Beauty,Faisalabad,4.2,127.0,1613.72,4895.89
1159,44.0,68478.62,71.22,12.0,Electronics,Lahore,4.3,203.0,1929.08,8312.62
1160,58.0,,80.13,0.0,Home,Islamabad,4.2,97.0,1941.42,5893.85
1161,69.0,,81.63,0.0,Electronics,Faisalabad,2.9,388.0,1935.71,5485.61
1162,52.0,,30.49,12.0,Electronics,Lahore,,2.0,1288.35,5323.4
1163,390.0,15560.09,18.03,1.0,Electronics,Karachi,2.9,379.0,254.93,-965.91
1164,39.0,,84.73,2.0,,Faisalabad,3.4,213.0,1593.97,5002.86
1165,39.0,,90.1,7.0,,Faisalabad,5.0,15.0,1685.03,5571.44
1166,60.0,42546.29,42.74,9.0,Electronics,Lahore,3.8,46.0,973.66,4944.07
1167,34.0,,23.71,3.0,Groceries,Lahore,2.6,41.0,609.53,3010.69
1168,26.0,67178.77,68.89,6.0,Groceries,Karachi,3.9,114.0,1269.06,5205.78
1169,35.0,85478.44,92.35,10.0,Home,Lahore,2.5,133.0,2147.99,8041.13
1170,19.0,104547.08,105.39,6.0,Home,Lahore,2.6,256.0,1944.76,5609.49
1171,23.0,76358.55,74.89,5.0,Apparel,Lahore,2.8,124.0,1062.77,4643.02
1172,22.0,56822.23,54.23,1.0,Electronics,Lahore,3.3,290.0,1504.21,4982.27
1173,58.0,45351.13,44.7,6.0,Groceries,Karachi,4.5,117.0,957.26,4742.82
1174,55.0,65251.93,63.37,12.0,Beauty,Karachi,4.2,105.0,1450.23,7772.66
1175,54.0,58416.18,59.35,9.0,Electronics,Karachi,4.2,110.0,1090.78,3307.06
1176,42.0,42668.51,43.57,13.0,Groceries,Islamabad,2.7,131.0,1542.58,5922.35
1177,55.0,110072.62,109.15,1.0,Beauty,Karachi,,335.0,2791.42,7635.46
1178,26.0,104273.7,108.24,0.0,Beauty,Lahore,3.9,98.0,1924.24,5991.34
1179,64.0,89993.07,88.52,8.0,Groceries,Lahore,3.1,109.0,2033.64,7194.75
1180,44.0,44741.29,44.5,2.0,Apparel,Lahore,3.4,382.0,1403.48,4068.85
1181,66.0,83810.43,85.09,8.0,Groceries,Lahore,4.1,261.0,1272.03,6040.26
1182,25.0,,80.86,13.0,Home,Lahore,3.4,76.0,2888.18,9080.04
1183,43.0,74736.0,77.29,5.0,Electronics,Lahore,3.9,347.0,2672.36,7345.36
1184,54.0,92492.64,93.35,8.0,Electronics,Lahore,5.0,73.0,1087.32,4023.85
1185,43.0,78978.17,81.08,10.0,Apparel,Karachi,3.5,64.0,1940.56,6852.92
1186,41.0,81280.31,79.95,2.0,Electronics,Karachi,4.8,178.0,1418.03,3675.01
1187,26.0,,80.85,13.0,Apparel,Faisalabad,4.2,276.0,1994.33,7687.09
1188,37.0,72497.41,74.31,3.0,Groceries,Islamabad,2.4,75.0,1402.59,4549.06
1189,30.0,25760.56,28.79,12.0,Home,Karachi,2.7,301.0,1319.91,4728.17
1190,33.0,66839.66,63.5,9.0,Home,Lahore,2.9,62.0,1651.77,6846.83
1191,53.0,52763.78,50.95,2.0,Groceries,Karachi,2.9,312.0,770.91,2707.31
1192,50.0,36843.5,38.49,10.0,Home,Lahore,,38.0,1068.0,5388.55
1193,49.0,,96.7,2.0,Groceries,Karachi,4.3,185.0,2325.91,6978.73
1194,36.0,103037.9,104.02,8.0,Groceries,Lahore,4.8,256.0,1907.27,6979.2
1195,67.0,94902.85,97.02,14.0,Electronics,Karachi,4.0,106.0,1799.56,7097.7
1196,22.0,70614.7,69.46,14.0,Home,Lahore,3.3,244.0,2769.39,9723.98
1197,35.0,94713.75,93.85,13.0,Home,Karachi,1.8,275.0,2157.3,8860.17
1198,24.0,65265.17,63.12,7.0,Beauty,Islamabad,3.8,260.0,1530.36,5199.48
1199,35.0,,68.42,8.0,Home,Islamabad,3.7,158.0,1550.11,6184.62
1200,68.0,40943.63,39.96,4.0,Beauty,Karachi,3.9,309.0,1198.11,3354.51
1201,37.0,,72.37,13.0,Electronics,Karachi,5.0,292.0,2703.79,10054.05
1202,65.0,66328.49,64.85,7.0,Beauty,Lahore,4.8,130.0,1838.54,5845.71
1203,43.0,36341.65,35.8,11.0,,Islamabad,4.4,293.0,559.49,4093.49
1204,54.0,63873.66,63.31,5.0,Groceries,Karachi,2.8,367.0,923.82,3747.07
1205,41.0,,66.99,11.0,,Lahore,,326.0,1545.33,7362.55
1206,31.0,,103.76,3.0,Groceries,Lahore,3.6,293.0,2103.63,5831.28
1207,57.0,,85.36,11.0,Groceries,Faisalabad,3.0,306.0,1444.67,4927.46
1208,68.0,65251.8,64.1,0.0,Electronics,Karachi,4.2,321.0,1632.77,4241.47
1209,,,69.29,1.0,Electronics,Karachi,,115.0,1014.94,2284.39
1210,58.0,,62.56,5.0,Groceries,Karachi,2.7,288.0,2116.77,5595.46
1211,31.0,,57.39,7.0,Home,Karachi,4.8,79.0,2218.97,7700.02
1212,55.0,41186.6,38.77,10.0,Apparel,Karachi,3.8,143.0,1124.43,4719.6
1213,59.0,61676.86,62.04,5.0,,Lahore,2.1,373.0,1609.13,5005.85
1214,41.0,,50.74,0.0,Groceries,Karachi,3.7,113.0,478.94,1373.64
1215,56.0,37493.06,33.92,4.0,,Karachi,4.0,337.0,1159.33,3395.47
1216,32.0,76246.88,75.15,6.0,Electronics,Lahore,4.6,169.0,1565.66,6896.91
1217,22.0,,70.87,8.0,Home,Islamabad,3.4,83.0,1357.26,4740.82
1218,23.0,25692.43,25.16,9.0,Electronics,Lahore,4.4,38.0,758.11,2444.49
1219,41.0,,64.45,3.0,Apparel,Karachi,,219.0,1179.72,4659.15
1220,64.0,86905.43,86.01,9.0,Home,Karachi,2.5,180.0,1968.04,6966.55
1221,24.0,,88.21,9.0,Apparel,Karachi,2.4,204.0,2505.93,10128.87
1222,41.0,87568.41,90.48,11.0,Home,Karachi,4.7,17.0,1877.25,6797.84
1223,54.0,65856.09,66.77,7.0,Groceries,Faisalabad,4.8,107.0,2291.13,8113.17
1224,,46409.0,44.89,12.0,Home,Karachi,,1.0,878.16,5325.25
1225,55.0,41158.63,41.48,3.0,Apparel,Islamabad,,120.0,1589.34,4417.87
1226,33.0,72581.31,70.93,10.0,,Islamabad,4.7,372.0,1445.02,5244.03
1227,,,74.19,0.0,Apparel,Lahore,4.3,60.0,1466.48,4992.73
1228,48.0,93321.28,94.35,1.0,Home,Lahore,2.9,275.0,1710.35,5819.0
1229,46.0,89199.55,86.47,12.0,Beauty,Karachi,5.0,2.0,2126.5,6879.76
1230,,62090.97,62.44,7.0,Groceries,Lahore,4.2,224.0,1842.36,5374.06
1231,42.0,37627.47,37.39,9.0,Home,Lahore,3.4,368.0,1712.48,3978.33
1232,62.0,,59.07,9.0,Apparel,Lahore,3.1,136.0,1995.8,7395.61
1233,19.0,69779.09,71.44,10.0,,Karachi,3.9,78.0,1633.64,6072.43
1234,57.0,60554.17,61.51,3.0,Beauty,Lahore,,228.0,1404.79,4437.8
1235,43.0,,51.68,2.0,Groceries,Islamabad,4.3,111.0,812.9,1501.96
1236,55.0,70563.47,72.43,0.0,Apparel,Karachi,2.8,356.0,1014.65,2363.78
1237,52.0,53912.93,52.17,12.0,Electronics,Islamabad,4.0,339.0,1099.74,4706.11
1238,40.0,51182.55,48.54,3.0,Electronics,Lahore,,260.0,968.62,2845.52
1239,34.0,71851.96,65.46,8.0,Home,Karachi,3.5,255.0,1856.88,6654.99
1240,50.0,,56.02,6.0,Groceries,Lahore,3.0,240.0,5730.136641223557,3424.34
1241,25.0,70370.3,68.73,2.0,Groceries,Karachi,3.6,294.0,1468.86,6491.54
1242,48.0,,71.81,6.0,Electronics,Lahore,5.0,184.0,2266.62,7260.64
1243,22.0,,35.99,1.0,Groceries,Faisalabad,4.9,387.0,1287.42,4660.2
1244,51.0,54412.7,53.12,2.0,Home,Lahore,,138.0,934.18,2515.6
1245,50.0,96631.09,97.57,2.0,Home,Karachi,3.7,3.0,1453.87,3561.03
1246,22.0,39434.25,37.37,12.0,Electronics,Lahore,,279.0,1452.62,5544.05
1247,57.0,,19.25,8.0,Apparel,Karachi,4.7,264.0,50.0,231.16
1248,39.0,24039.41,22.93,13.0,Groceries,Karachi,3.0,392.0,1444.85,5814.26
1249,58.0,65640.42,65.57,6.0,Apparel,Lahore,3.6,158.0,1467.37,4600.47
1250,20.0,65680.18,66.87,3.0,Groceries,Lahore,2.1,169.0,2166.12,4958.68
1251,27.0,62412.56,64.32,9.0,Groceries,Lahore,4.7,224.0,917.47,5656.62
1252,43.0,,91.9,13.0,Groceries,Lahore,5.0,156.0,2721.5,9240.82
1253,27.0,15000.0,13.37,7.0,Apparel,Faisalabad,3.8,313.0,539.8,1239.4
1254,35.0,73710.55,72.79,0.0,Groceries,Karachi,1.8,171.0,1341.79,4810.12
1255,52.0,99351.64,100.63,4.0,Groceries,Lahore,4.2,313.0,1599.1,5008.37
1256,25.0,40188.82,38.15,13.0,Home,Faisalabad,2.9,170.0,1562.08,7129.22
1257,53.0,56644.26,56.29,7.0,Apparel,Lahore,3.1,90.0,1683.34,5238.08
1258,,,47.66,14.0,Groceries,Karachi,,396.0,2242.78,7758.6
1259,27.0,45324.39,45.12,7.0,Home,Islamabad,3.9,210.0,1589.71,5753.38
1260,48.0,57822.24,55.8,0.0,,Faisalabad,3.3,282.0,918.89,3350.02
1261,59.0,96404.68,92.7,13.0,Electronics,Islamabad,3.1,236.0,2046.55,8645.21
1262,26.0,105422.51,106.46,11.0,Apparel,Karachi,3.8,143.0,2001.05,7635.06
1263,33.0,57609.34,59.54,10.0,Groceries,Faisalabad,3.3,388.0,2141.48,7852.69
1264,,106911.32,103.33,14.0,Apparel,Lahore,2.7,148.0,2386.96,9733.02
1265,69.0,65782.68,66.52,2.0,Electronics,Faisalabad,3.4,397.0,1987.75,6087.66
1266,48.0,103581.2,105.75,13.0,Apparel,Islamabad,4.0,172.0,2801.65,9875.81
1267,41.0,62947.43,64.14,3.0,Groceries,Faisalabad,3.5,9.0,1510.91,3700.51
1268,36.0,67883.27,67.05,14.0,Groceries,Lahore,2.4,14.0,1794.92,7745.47
1269,49.0,73040.44,71.15,2.0,Beauty,Lahore,,389.0,1805.08,5576.84
1270,48.0,134934.78,135.1,8.0,Groceries,Karachi,1.2,211.0,3012.51,9749.73
1271,33.0,83728.28,84.22,11.0,Home,Karachi,3.3,155.0,1966.88,8426.7
1272,19.0,49440.18,49.63,1.0,Beauty,Karachi,3.1,324.0,1307.21,2770.16
1273,25.0,,85.96,1.0,Home,Faisalabad,3.8,246.0,1708.77,6600.33
1274,67.0,57039.68,54.87,12.0,Electronics,Karachi,4.2,264.0,1301.46,5606.23
1275,39.0,,55.07,0.0,Home,Lahore,4.7,274.0,1324.44,4107.37
1276,43.0,,85.93,9.0,Electronics,Karachi,3.1,79.0,2034.19,6969.33
1277,42.0,65683.88,66.09,14.0,Groceries,Lahore,4.2,35.0,2069.24,6596.28
1278,58.0,71128.67,71.35,9.0,Home,Lahore,3.9,291.0,1601.03,5952.17
1279,21.0,,68.67,7.0,,Lahore,2.2,8.0,1102.5,4727.12
1280,,,71.16,6.0,Groceries,Islamabad,5.0,287.0,2382.13,8120.35
1281,32.0,74349.25,76.91,9.0,Groceries,Islamabad,2.4,51.0,2465.63,8099.14
1282,43.0,22386.73,20.92,8.0,Home,Karachi,4.1,105.0,1121.25,2472.96
1283,52.0,79664.6,81.88,7.0,Apparel,Lahore,,283.0,1718.17,4908.74
1284,43.0,,45.86,2.0,Groceries,Karachi,3.9,249.0,827.78,4445.02
1285,40.0,33269.42,32.68,9.0,Home,Islamabad,3.3,312.0,1578.32,4754.47
1286,66.0,63714.95,67.04,11.0,Electronics,Islamabad,4.4,244.0,1572.77,7360.71
1287,26.0,,67.79,10.0,Electronics,Karachi,2.3,19.0,1483.93,5131.03
1288,47.0,49742.86,47.99,1.0,Apparel,Islamabad,3.6,335.0,19294.54249258998,4960.84
1289,46.0,83282.7,82.53,10.0,Beauty,Karachi,3.2,86.0,2046.58,7949.44
1290,42.0,35472.15,37.74,10.0,Electronics,Karachi,3.1,54.0,1816.81,5740.59
1291,59.0,,57.89,2.0,Electronics,Islamabad,4.1,351.0,641.59,3738.22
1292,31.0,52132.77,50.02,12.0,Electronics,Lahore,4.7,77.0,1729.93,6706.74
1293,67.0,,63.7,7.0,,Lahore,3.4,214.0,2387.93,8028.26
1294,35.0,71135.01,71.54,7.0,Electronics,Lahore,4.4,194.0,1714.6,5833.76
1295,46.0,42826.36,41.81,10.0,Groceries,Karachi,3.7,307.0,1150.93,5332.56
1296,45.0,,85.65,7.0,Beauty,Karachi,2.9,17.0,1431.58,6701.33
1297,62.0,66386.05,66.85,8.0,Electronics,Karachi,3.5,42.0,2080.66,6960.48
1298,40.0,23377.18,23.25,4.0,Apparel,Karachi,3.4,166.0,319.49,3016.27
1299,32.0,21910.99,24.29,13.0,Groceries,Lahore,3.1,189.0,920.3,3980.58
1300,19.0,64728.98,64.0,14.0,Home,Islamabad,4.1,315.0,1360.78,6760.52
